country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Cyprus,CYP,10-02-22,,,,,2526,,,,2819,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.moh.gov.cy/moh/moh.nsf/All/0EFA027144C9E54AC22586BE0032B2F5
Cyprus,CYP,11-02-22,,,,,2479,,,,2767,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.moh.gov.cy/moh/moh.nsf/All/0EFA027144C9E54AC22586BE0032B2F5
Cyprus,CYP,12-02-22,,,,,2432,,,,2714,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.moh.gov.cy/moh/moh.nsf/All/0EFA027144C9E54AC22586BE0032B2F5
Cyprus,CYP,13-02-22,1755020,686195,641582,,2385,195.87,76.58,71.6,2662,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.moh.gov.cy/moh/moh.nsf/All/0EFA027144C9E54AC22586BE0032B2F5
Cyprus,CYP,14-02-22,1756756,686308,641995,1736,2239,196.07,76.6,71.65,2499,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.moh.gov.cy/moh/moh.nsf/All/0EFA027144C9E54AC22586BE0032B2F5
Cyprus,CYP,15-02-22,1758361,686385,642293,1605,2073,196.24,76.61,71.68,2314,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.moh.gov.cy/moh/moh.nsf/All/0EFA027144C9E54AC22586BE0032B2F5
Cyprus,CYP,16-02-22,1760549,686735,642668,2188,1913,196.49,76.64,71.73,2135,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.moh.gov.cy/moh/moh.nsf/All/0EFA027144C9E54AC22586BE0032B2F5
Cyprus,CYP,17-02-22,1761882,686819,642892,1333,1823,196.64,76.65,71.75,2035,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.moh.gov.cy/moh/moh.nsf/All/0EFA027144C9E54AC22586BE0032B2F5
Cyprus,CYP,18-02-22,,,,,1804,,,,2013,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.moh.gov.cy/moh/moh.nsf/All/0EFA027144C9E54AC22586BE0032B2F5
Cyprus,CYP,19-02-22,1765556,687100,643846,,1786,197.05,76.68,71.86,1993,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.moh.gov.cy/moh/moh.nsf/All/0EFA027144C9E54AC22586BE0032B2F5
Cyprus,CYP,20-02-22,,,,,1605,,,,1791,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.moh.gov.cy/moh/moh.nsf/All/0EFA027144C9E54AC22586BE0032B2F5
Cyprus,CYP,21-02-22,1766957,687394,644069,,1457,197.2,76.72,71.88,1626,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.moh.gov.cy/moh/moh.nsf/All/0EFA027144C9E54AC22586BE0032B2F5
Cyprus,CYP,22-02-22,1768206,687523,644251,1249,1406,197.34,76.73,71.9,1569,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.moh.gov.cy/moh/moh.nsf/All/0EFA027144C9E54AC22586BE0032B2F5
Cyprus,CYP,23-02-22,1769643,687604,644497,1437,1299,197.5,76.74,71.93,1450,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.moh.gov.cy/moh/moh.nsf/All/0EFA027144C9E54AC22586BE0032B2F5
Cyprus,CYP,24-02-22,,,,,1292,,,,1442,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.moh.gov.cy/moh/moh.nsf/All/0EFA027144C9E54AC22586BE0032B2F5
Cyprus,CYP,25-02-22,,,,,1212,,,,1353,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.moh.gov.cy/moh/moh.nsf/All/0EFA027144C9E54AC22586BE0032B2F5
Cyprus,CYP,26-02-22,1773485,687926,645292,,1133,197.93,76.78,72.02,1265,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.moh.gov.cy/moh/moh.nsf/All/0EFA027144C9E54AC22586BE0032B2F5
Czechia,CZE,27-12-20,1287,1287,,,,0.01,0.01,,,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,28-12-20,3590,3590,,2303,2303,0.03,0.03,,215,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,29-12-20,7063,7062,1,3473,2888,0.07,0.07,0,269,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,30-12-20,10580,10579,1,3517,3098,0.1,0.1,0,289,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,31-12-20,11891,11890,1,1311,2651,0.11,0.11,0,247,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,01-01-21,12160,12159,1,269,2175,0.11,0.11,0,203,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,02-01-21,13444,13442,2,1284,2026,0.13,0.13,0,189,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,03-01-21,14371,14369,2,927,1869,0.13,0.13,0,174,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,04-01-21,17982,17980,2,3611,2056,0.17,0.17,0,192,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,05-01-21,22509,22506,3,4527,2207,0.21,0.21,0,206,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,06-01-21,28357,28353,4,5848,2540,0.26,0.26,0,237,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,07-01-21,36356,36352,4,7999,3495,0.34,0.34,0,326,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,08-01-21,46409,46404,5,10053,4893,0.43,0.43,0,456,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,09-01-21,48439,48432,7,2030,4999,0.45,0.45,0,466,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,10-01-21,50212,50203,9,1773,5120,0.47,0.47,0,477,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,11-01-21,60070,60059,11,9858,6013,0.56,0.56,0,561,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,12-01-21,73528,73515,13,13458,7288,0.69,0.69,0,680,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,13-01-21,87075,87062,13,13547,8388,0.81,0.81,0,782,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,14-01-21,102332,102315,17,15257,9425,0.95,0.95,0,879,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,15-01-21,116355,116337,18,14023,9992,1.08,1.08,0,932,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,16-01-21,119763,119741,22,3408,10189,1.12,1.12,0,950,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,17-01-21,123020,122362,658,3257,10401,1.15,1.14,0.01,970,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,18-01-21,137341,134856,2485,14321,11039,1.28,1.26,0.02,1029,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,19-01-21,152683,147469,5214,15342,11308,1.42,1.38,0.05,1054,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,20-01-21,169046,161168,7878,16363,11710,1.58,1.5,0.07,1092,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,21-01-21,186443,176823,9620,17397,12016,1.74,1.65,0.09,1120,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,22-01-21,202381,191717,10664,15938,12289,1.89,1.79,0.1,1146,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,23-01-21,206578,195036,11542,4197,12402,1.93,1.82,0.11,1156,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,24-01-21,209705,197292,12413,3127,12384,1.96,1.84,0.12,1155,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,25-01-21,222332,206947,15385,12627,12142,2.07,1.93,0.14,1132,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,26-01-21,236871,217494,19377,14539,12027,2.21,2.03,0.18,1121,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,27-01-21,250438,226526,23912,13567,11627,2.34,2.11,0.22,1084,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,28-01-21,263677,233632,30045,13239,11033,2.46,2.18,0.28,1029,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,29-01-21,277803,239849,37954,14126,10775,2.59,2.24,0.35,1005,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,30-01-21,279632,240590,39042,1829,10436,2.61,2.24,0.36,973,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,31-01-21,281532,241308,40224,1900,10261,2.63,2.25,0.38,957,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,01-02-21,293483,245290,48193,11951,10164,2.74,2.29,0.45,948,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,02-02-21,307876,249443,58433,14393,10144,2.87,2.33,0.54,946,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,03-02-21,323325,253870,69455,15449,10412,3.01,2.37,0.65,971,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,04-02-21,341226,258778,82448,17901,11078,3.18,2.41,0.77,1033,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,05-02-21,357376,264253,93123,16150,11368,3.33,2.46,0.87,1060,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,06-02-21,360600,265111,95489,3224,11567,3.36,2.47,0.89,1079,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,07-02-21,363952,265963,97989,3352,11774,3.39,2.48,0.91,1098,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,08-02-21,379477,270058,109419,15525,12285,3.54,2.52,1.02,1146,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,09-02-21,396501,275166,121335,17024,12661,3.7,2.57,1.13,1181,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,10-02-21,415281,280685,134596,18780,13137,3.87,2.62,1.26,1225,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,11-02-21,437844,287028,150816,22563,13803,4.08,2.68,1.41,1287,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,12-02-21,459423,293858,165565,21579,14578,4.28,2.74,1.54,1359,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,13-02-21,464029,295476,168553,4606,14776,4.33,2.76,1.57,1378,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,14-02-21,466421,296482,169939,2392,14638,4.35,2.76,1.58,1365,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,15-02-21,482192,302882,179310,15771,14674,4.5,2.82,1.67,1368,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,16-02-21,499995,311604,188391,17803,14785,4.66,2.91,1.76,1379,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,17-02-21,518009,321307,196702,18014,14675,4.83,3,1.83,1368,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,18-02-21,538426,333639,204787,20417,14369,5.02,3.11,1.91,1340,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,19-02-21,557667,345505,212162,19241,14035,5.2,3.22,1.98,1309,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,20-02-21,560863,347515,213348,3196,13833,5.23,3.24,1.99,1290,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,21-02-21,563026,348652,214374,2163,13801,5.25,3.25,2,1287,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,22-02-21,579192,358780,220412,16166,13857,5.4,3.35,2.06,1292,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,23-02-21,599148,371745,227403,19956,14165,5.59,3.47,2.12,1321,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,24-02-21,619075,385630,233445,19927,14438,5.77,3.6,2.18,1346,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,25-02-21,642611,403614,238997,23536,14884,5.99,3.76,2.23,1388,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,26-02-21,664155,419796,244359,21544,15213,6.19,3.91,2.28,1419,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,27-02-21,667724,422805,244919,3569,15266,6.23,3.94,2.28,1423,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,28-02-21,670634,425163,245471,2910,15373,6.25,3.96,2.29,1433,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,01-03-21,693685,444764,248921,23051,16356,6.47,4.15,2.32,1525,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,02-03-21,724464,471993,252471,30779,17902,6.76,4.4,2.35,1669,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,03-03-21,759934,502952,256982,35470,20123,7.09,4.69,2.4,1876,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,04-03-21,797916,536243,261673,37982,22186,7.44,5,2.44,2069,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,05-03-21,832188,565088,267102,34272,24005,7.76,5.27,2.49,2238,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,06-03-21,845207,577248,267968,13019,25355,7.88,5.38,2.5,2364,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,07-03-21,857597,588797,268811,12390,26709,8,5.49,2.51,2490,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,08-03-21,892207,618547,273674,34610,28360,8.32,5.77,2.55,2644,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,09-03-21,934963,654917,280062,42756,30071,8.72,6.11,2.61,2804,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,10-03-21,983259,696255,287023,48296,31904,9.17,6.49,2.68,2975,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,11-03-21,1036490,741112,295400,53231,34082,9.66,6.91,2.75,3178,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,12-03-21,1083754,779879,303899,47264,35938,10.11,7.27,2.83,3351,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,13-03-21,1102177,796989,305214,18423,36710,10.28,7.43,2.85,3423,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,14-03-21,1115449,809107,306370,13272,36836,10.4,7.54,2.86,3435,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,15-03-21,1152628,837504,315153,37179,37203,10.75,7.81,2.94,3469,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,16-03-21,1202061,876402,325691,49433,38157,11.21,8.17,3.04,3558,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,17-03-21,1250066,913892,336206,48005,38115,11.66,8.52,3.13,3554,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
