country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website,Year,Month,Day
Palestine,PSE,04-11-21,,,,,10873,,,,2082,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,4
Palestine,PSE,05-11-21,,,,,10873,,,,2082,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,5
Palestine,PSE,06-11-21,,,,,10873,,,,2082,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,6
Palestine,PSE,07-11-21,,,,,10873,,,,2082,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,7
Palestine,PSE,08-11-21,,,,,10873,,,,2082,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,8
Palestine,PSE,09-11-21,,,,,10873,,,,2082,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,9
Palestine,PSE,10-11-21,2944638,1876152,1321529,,10873,56.38,35.92,25.3,2082,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,10
Palestine,PSE,11-11-21,,,,,10175,,,,1948,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,11
Palestine,PSE,12-11-21,,,,,9477,,,,1815,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,12
Palestine,PSE,13-11-21,,,,,8780,,,,1681,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,13
Palestine,PSE,14-11-21,,,,,8082,,,,1547,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,14
Palestine,PSE,15-11-21,2974583,1886212,1339710,,7384,56.95,36.12,25.65,1414,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,15
Palestine,PSE,16-11-21,,,,,6849,,,,1311,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,16
Palestine,PSE,17-11-21,,,,,6314,,,,1209,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,17
Palestine,PSE,18-11-21,,,,,6477,,,,1240,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,18
Palestine,PSE,19-11-21,,,,,6640,,,,1271,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,19
Palestine,PSE,20-11-21,,,,,6802,,,,1302,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,20
Palestine,PSE,21-11-21,,,,,6965,,,,1334,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,21
Palestine,PSE,22-11-21,3024477,1910794,1365858,,7128,57.91,36.59,26.15,1365,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,22
Palestine,PSE,23-11-21,,,,,8081,,,,1547,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,23
Palestine,PSE,24-11-21,,,,,9033,,,,1730,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,24
Palestine,PSE,25-11-21,,,,,9986,,,,1912,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,25
Palestine,PSE,26-11-21,,,,,10939,,,,2094,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,26
Palestine,PSE,27-11-21,,,,,11892,,,,2277,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,27
Palestine,PSE,28-11-21,,,,,12845,,,,2459,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,28
Palestine,PSE,29-11-21,3121061,,1386990,,13798,59.76,,26.56,2642,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,29
Palestine,PSE,30-11-21,,,,,13129,,,,2514,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,30
Palestine,PSE,01-12-21,,,,,12460,,,,2386,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,12,1
Palestine,PSE,02-12-21,,,,,11791,,,,2258,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,12,2
Palestine,PSE,03-12-21,,,,,11122,,,,2130,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,12,3
Palestine,PSE,04-12-21,,,,,10453,,,,2001,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,12,4
