country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website,Year,Month,Day
Singapore,SGP,26-08-21,8663163,4509052,4154111,13224,16764,158.85,82.68,76.17,3074,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,8,26
Singapore,SGP,27-08-21,8682535,4514673,4167862,19372,15750,159.21,82.78,76.42,2888,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,8,27
Singapore,SGP,28-08-21,8699344,4519288,4180056,16809,15080,159.52,82.87,76.65,2765,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,8,28
Singapore,SGP,29-08-21,8709715,4521924,4187791,10371,14855,159.71,82.92,76.79,2724,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,8,29
Singapore,SGP,30-08-21,8722333,4526031,4196302,12618,14294,159.94,82.99,76.95,2621,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,8,30
Singapore,SGP,31-08-21,8736106,4529903,4206203,13773,14282,160.19,83.06,77.13,2619,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,8,31
Singapore,SGP,01-09-21,8748781,4533714,4215067,12675,14120,160.42,83.13,77.29,2589,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,1
Singapore,SGP,02-09-21,8760830,4537429,4223401,12049,13952,160.64,83.2,77.44,2558,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,2
Singapore,SGP,03-09-21,8778691,4542155,4236536,17861,13737,160.97,83.29,77.68,2519,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,3
Singapore,SGP,04-09-21,8796000,4545954,4250046,17309,13808,161.29,83.36,77.93,2532,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,4
Singapore,SGP,05-09-21,8807154,4548122,4259032,11154,13920,161.49,83.4,78.1,2552,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,5
Singapore,SGP,06-09-21,8817464,4551409,4266055,10310,13590,161.68,83.46,78.22,2492,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,6
Singapore,SGP,07-09-21,8827097,4554769,4272328,9633,12999,161.86,83.52,78.34,2384,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,7
Singapore,SGP,08-09-21,8836380,4558129,4278251,9283,12514,162.03,83.58,78.45,2295,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,8
Singapore,SGP,09-09-21,8845052,4561133,4283919,8672,12032,162.19,83.64,78.55,2206,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,9
Singapore,SGP,10-09-21,8858570,4564304,4294266,13518,11411,162.44,83.69,78.74,2092,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,10
Singapore,SGP,11-09-21,8870669,4567139,4303530,12099,10667,162.66,83.75,78.91,1956,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,11
Singapore,SGP,12-09-21,8878089,4568763,4309326,7420,10134,162.79,83.78,79.02,1858,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,12
Singapore,SGP,13-09-21,8885388,4571409,4313979,7299,9703,162.93,83.82,79.1,1779,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,13
Singapore,SGP,14-09-21,8892431,4574075,4318173,7043,9333,163.06,83.87,79.18,1711,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,14
Singapore,SGP,15-09-21,8904742,4577239,4322465,12311,9766,163.28,83.93,79.26,1791,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,15
Singapore,SGP,16-09-21,8914933,4580054,4326660,10191,9983,163.47,83.98,79.34,1831,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,16
Singapore,SGP,17-09-21,8933928,4583825,4333422,18995,10765,163.82,84.05,79.46,1974,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,17
Singapore,SGP,18-09-21,8955730,4586434,4339295,21802,12152,164.22,84.1,79.57,2228,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,18
Singapore,SGP,19-09-21,8968783,4587797,4342701,13053,12956,164.46,84.12,79.63,2376,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,19
Singapore,SGP,20-09-21,8988177,4590504,4347210,19394,14684,164.81,84.17,79.71,2693,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,20
Singapore,SGP,21-09-21,9002695,4593026,4350779,14518,15752,165.08,84.22,79.78,2888,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,21
Singapore,SGP,22-09-21,9024247,4595261,4354520,21552,17072,165.47,84.26,79.85,3130,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,22
Singapore,SGP,23-09-21,9047456,4597943,4357741,23209,18932,165.9,84.31,79.91,3471,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,23
Singapore,SGP,24-09-21,9080061,4601193,4363136,32605,20876,166.5,84.37,80,3828,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,24
Singapore,SGP,25-09-21,9109511,4603368,4368155,29450,21969,167.04,84.41,80.1,4028,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,25
Singapore,SGP,26-09-21,9129154,4604758,4370858,19643,22910,167.4,84.44,80.15,4201,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,26
Singapore,SGP,27-09-21,9157352,4607062,4374143,28198,24168,167.91,84.48,80.21,4432,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,27
Singapore,SGP,28-09-21,9187567,4609439,4377313,30215,26410,168.47,84.52,80.26,4843,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,28
Singapore,SGP,29-09-21,9213311,4611697,4380310,25744,27009,168.94,84.56,80.32,4953,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,29
Singapore,SGP,30-09-21,9240364,4613850,4383693,27053,27558,169.44,84.6,80.38,5053,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,9,30
Singapore,SGP,01-10-21,9267701,4616299,4387004,27337,26806,169.94,84.65,80.44,4915,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,1
Singapore,SGP,02-10-21,9294517,4617900,4390036,26816,26429,170.43,84.68,80.5,4846,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,2
Singapore,SGP,03-10-21,9316375,4618944,4391888,21858,26746,170.83,84.7,80.53,4904,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,3
Singapore,SGP,04-10-21,9343059,4620913,4394287,26684,26530,171.32,84.73,80.58,4865,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,4
Singapore,SGP,05-10-21,9368294,4623141,4396884,25235,25818,171.78,84.77,80.62,4734,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,5
Singapore,SGP,06-10-21,9389305,4625522,4399573,21011,25142,172.17,84.82,80.67,4610,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,6
Singapore,SGP,07-10-21,9408822,4627713,4402035,19517,24065,172.52,84.86,80.72,4413,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,7
Singapore,SGP,08-10-21,9436177,4630315,4405643,27355,24068,173.03,84.9,80.78,4413,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,8
Singapore,SGP,09-10-21,9461525,4632924,4408899,25348,23858,173.49,84.95,80.84,4375,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,9
Singapore,SGP,10-10-21,9492426,4635239,4410790,30901,25150,174.06,84.99,80.88,4612,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,10
Singapore,SGP,11-10-21,9525596,4638959,4413342,33170,26077,174.67,85.06,80.93,4782,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,11
Singapore,SGP,12-10-21,9554017,4642156,4415742,28421,26532,175.19,85.12,80.97,4865,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,12
Singapore,SGP,13-10-21,9578495,4644862,4417942,24478,27027,175.64,85.17,81.01,4956,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,13
Singapore,SGP,14-10-21,9601029,4647225,4420205,22534,27458,176.05,85.21,81.05,5035,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,14
Singapore,SGP,15-10-21,9636906,4650388,4423541,35877,28676,176.71,85.27,81.11,5258,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,15
Singapore,SGP,16-10-21,9665033,4652774,4426047,28127,29073,177.22,85.32,81.16,5331,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,16
Singapore,SGP,17-10-21,9679476,4654158,4427475,14443,26721,177.49,85.34,81.18,4900,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,17
Singapore,SGP,18-10-21,9700093,4656202,4429660,20617,24928,177.87,85.38,81.22,4571,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,18
Singapore,SGP,19-10-21,9721881,4657985,4431529,21788,23981,178.27,85.41,81.26,4397,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,19
Singapore,SGP,20-10-21,9740373,4659627,4433411,18492,23125,178.6,85.44,81.29,4240,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,20
Singapore,SGP,21-10-21,9761627,4661228,4435375,21254,22943,178.99,85.47,81.33,4207,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,21
Singapore,SGP,22-10-21,9792320,4663002,4437942,30693,22202,179.56,85.5,81.38,4071,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,22
Singapore,SGP,23-10-21,9814380,4664337,4439915,22060,21335,179.96,85.53,81.41,3912,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,23
Singapore,SGP,24-10-21,9826514,4665311,4441078,12134,21005,180.18,85.55,81.43,3852,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,24
Singapore,SGP,25-10-21,9845554,4666891,4443044,19040,20780,180.53,85.57,81.47,3810,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,25
Singapore,SGP,26-10-21,9870121,4668484,4445143,24567,21177,180.98,85.6,81.51,3883,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,26
Singapore,SGP,27-10-21,9889046,4669854,4447257,18925,21239,181.33,85.63,81.55,3894,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,27
Singapore,SGP,28-10-21,9911422,4671300,4449591,22376,21399,181.74,85.66,81.59,3924,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,28
Singapore,SGP,29-10-21,9948964,4673128,4452782,37542,22378,182.43,85.69,81.65,4103,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,29
Singapore,SGP,30-10-21,9978549,4674684,4456039,29585,23453,182.97,85.72,81.71,4300,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,30
Singapore,SGP,31-10-21,9997595,4675928,4458617,19046,24440,183.32,85.74,81.76,4481,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,10,31
Singapore,SGP,01-11-21,10021268,4677731,4462037,23673,25102,183.76,85.77,81.82,4603,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,1
Singapore,SGP,02-11-21,10048506,4679227,4464995,27238,25484,184.25,85.8,81.87,4673,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,2
Singapore,SGP,03-11-21,10068454,4680493,4467689,19948,25630,184.62,85.82,81.92,4700,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,3
Singapore,SGP,04-11-21,10069569,4680631,4468233,1115,22592,184.64,85.83,81.93,4143,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,4
Singapore,SGP,05-11-21,10107094,4682856,4473483,37525,22590,185.33,85.87,82.03,4142,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,5
Singapore,SGP,06-11-21,10135865,4684180,4477164,28771,22474,185.86,85.89,82.1,4121,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,6
Singapore,SGP,07-11-21,10153415,4685084,4479154,17550,22260,186.18,85.91,82.13,4082,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,7
Singapore,SGP,08-11-21,10176038,4686330,4482601,22623,22110,186.59,85.93,82.2,4054,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,8
Singapore,SGP,09-11-21,10204594,4688026,4485587,28556,22298,187.12,85.96,82.25,4089,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,9
Singapore,SGP,10-11-21,10229790,4689564,4488522,25196,23048,187.58,85.99,82.3,4226,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,10
Singapore,SGP,11-11-21,10254358,4691189,4491419,24568,26398,188.03,86.02,82.36,4840,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,11
Singapore,SGP,12-11-21,10288463,4693065,4494827,34105,25910,188.65,86.05,82.42,4751,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,12
Singapore,SGP,13-11-21,10318268,4694512,4497594,29805,26058,189.2,86.08,82.47,4778,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,13
Singapore,SGP,14-11-21,10337900,4695455,4499361,19632,26355,189.56,86.1,82.5,4833,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,14
Singapore,SGP,15-11-21,10361292,4697027,4502457,23392,26465,189.99,86.13,82.56,4853,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,15
Singapore,SGP,16-11-21,10386921,4698542,4505229,25629,26047,190.46,86.15,82.61,4776,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,16
Singapore,SGP,17-11-21,10407118,4699761,4507554,20197,25333,190.83,86.18,82.65,4645,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,17
Singapore,SGP,18-11-21,10427893,4700956,4509854,20775,24791,191.21,86.2,82.69,4546,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,18
Singapore,SGP,19-11-21,10458734,4702464,4513020,30841,24324,191.78,86.23,82.75,4460,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,19
Singapore,SGP,20-11-21,10486534,4703624,4515531,27800,24038,192.29,86.25,82.8,4408,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,20
Singapore,SGP,21-11-21,10505694,4704438,4516837,19160,23971,192.64,86.26,82.82,4395,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,21
Singapore,SGP,22-11-21,10527486,4705705,4519412,21792,23742,193.04,86.29,82.87,4353,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,22
Singapore,SGP,23-11-21,10547222,4706783,4521509,19736,22900,193.4,86.31,82.91,4199,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,23
Singapore,SGP,24-11-21,10564228,4707870,4523496,17006,22444,193.71,86.33,82.95,4115,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,24
Singapore,SGP,25-11-21,10581239,4709019,4525221,17011,21907,194.02,86.35,82.98,4017,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,25
Singapore,SGP,26-11-21,10611201,4710340,4528081,29962,21781,194.57,86.37,83.03,3994,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,26
Singapore,SGP,27-11-21,10637528,4711271,4530180,26327,21571,195.06,86.39,83.07,3955,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,27
Singapore,SGP,28-11-21,10653912,4712051,4531827,16384,21174,195.36,86.4,83.1,3883,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,28
Singapore,SGP,29-11-21,10672705,4713235,4534294,18793,20746,195.7,86.42,83.14,3804,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,11,29
